organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,beliggenhetsadresse.adresse,beliggenhetsadresse.poststed,beliggenhetsadresse.postnummer,beliggenhetsadresse.kommune,beliggenhetsadresse.kommunenummer,beliggenhetsadresse.land,beliggenhetsadresse.landkode,registreringsdatoIEnhetsregisteret,frivilligMvaRegistrertBeskrivelser,registrertIMvaregisteret,oppstartsdato,datoEierskifte,overordnetEnhet,nedleggelsesdato
"932132141","NANSETKRYSSET AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","Postboks 9740 Torget Vest","DRAMMEN","3010","DRAMMEN","3301","Norge","NO","Edvard Stangs gate 33","DRAMMEN","3014","DRAMMEN","3301","Norge","NO","2023-09-26","","false","2023-09-19","","932083868",""
"929745868","NEGLER ZAK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","96.020","Frisering og annen skjønnhetspleie","","","","","","","false","","","","","","","","","","Austesundvegen 48B","SÆBØVÅGEN","5938","ALVER","4631","Norge","NO","2022-08-31","","false","2022-07-01","","932083868",""
"929186621","TØHF HOLDING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Ingrids vei 29","TØNSBERG","3114","TØNSBERG","3905","Norge","NO","2022-05-10","","false","2022-03-14","","929006232",""
"919472065","SURINA'S TAKE-AWAY SURINA AUSTHEIM","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","56.102","Drift av gatekjøkken","","","","","","","false","","","","","","","","","","Saksumdalsvegen 1331","LILLEHAMMER","2608","LILLEHAMMER","3405","Norge","NO","2017-08-28","","false","2017-08-07","","929006232",""
"928719510","ENGEN DETALJHANDEL","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.912","Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer","","","","","","","false","","","","","","","","","","Lyngdalsveien 810","FARSUND","4550","FARSUND","4206","Norge","NO","2022-02-10","","false","2022-01-04","","928554198",""
"972287091","DONNA CLASSICA AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.750","Butikkhandel med kosmetikk og toalettartikler","","","","","","","true","6","","","","","","","","","Jupitervegen 2/nM44- Nedremarka","BRYNE","4340","TIME","1121","Norge","NO","1995-03-12","","false","1992-01-01","1996-02-15","976126637",""
"927332450","RAGNHILD MARIE PEDERSEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.020","Tjenester tilknyttet underholdningsvirksomhet","","","","","","","false","","","","","","","","","","Maridalsveien 144B","OSLO","0461","OSLO","0301","Norge","NO","2020-01-07","","false","2019-09-01","","827291072",""
"919048867","ÅKRE AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","11.030","Produksjon av sider og annen fruktvin","","","","","","","true","5","","","","","","","","","c/o Gjermund Åkre/nÅkre","NÅ","5776","ULLENSVANG","4618","Norge","NO","2017-05-27","","false","2017-05-10","","918976515",""
"922466114","PROSESS INDUSTRI AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","28.990","Produksjon av spesialmaskiner ikke nevnt annet sted","","","","","","","true","22","","","","","","","","","Flatholmen 5","ÅLESUND","6002","ÅLESUND","1508","Norge","NO","1995-02-23","","false","","2021-05-08","920070981",""
"820116852","STIFTELSEN STEINLØFTET","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","c/o Torild Storvik Malmedal/nStølsvegen 2","ELNESVÅGEN","6440","HUSTADVIKA","1579","Norge","NO","","EIDE","6490","HUSTADVIKA","1579","Norge","NO","2017-12-15","","false","","","998590639",""
"971760354","AUTOHUSET VALDRES AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","45.200","Vedlikehold og reparasjon av motorvogner, unntatt motorsykler","","","","","","","true","12","","Postboks 95","FAGERNES","2901","NORD-AURDAL","3451","Norge","NO","Kongsvegen 4","LEIRA I VALDRES","2920","NORD-AURDAL","3451","Norge","NO","1995-02-22","","false","1965-12-31","2019-12-12","923255664",""
"814969142","NYKSUND EIENDOM AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","Storgata 39","MYRE","8430","ØKSNES","1868","Norge","NO","Nyksund","MYRE","8430","ØKSNES","1868","Norge","NO","2015-02-14","","false","2015-02-12","","914851262",""
"929165330","CASTER NORGE AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","49.410","Godstransport på vei","","","","","","","true","","","","","","","","","","Biskop Gunnerus' gate 14A","OSLO","0185","OSLO","0301","Norge","NO","2022-05-07","","false","2022-03-29","","929126637",""
"989854119","MUNKEDAMSVEIEN 59 APARTMENTS AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","www.erlaeiendom.no","c/o Erla Eiendom AS/nHaakon VIIs gate 6","OSLO","0161","OSLO","0301","Norge","NO","Haakon VIIs gate 6","OSLO","0161","OSLO","0301","Norge","NO","2006-05-23","","false","2006-01-10","","929126637",""
"929554205","REPPE GEIR RYTMISKE TJENESTER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.011","Utøvende kunstnere og underholdningsvirksomhet innen musikk","","","","","","","false","","","","","","","","","","Stormyrvegen 9","RÆLINGEN","2005","RÆLINGEN","3224","Norge","NO","2022-07-27","","false","2022-05-05","","929267486",""
"917521271","JOHN DE-SCHAI OLSEN OVERSETTELSE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","74.300","Oversettelses- og tolkevirksomhet","","","","","","","false","","","","","","","","","","Grytting 104","STOKMARKNES","8450","HADSEL","1866","Norge","NO","2016-08-01","","false","2016-07-01","","917505004",""
"929895711","BOBILER AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","45.112","Detaljhandel med biler og lette motorvogner, unntatt motorsykler","","","","","","","false","","","Skrubbenesvegen 82","BRATTHOLMEN","5350","ØYGARDEN","4626","Norge","NO","Brattholmen","BRATTHOLMEN","5350","ØYGARDEN","4626","Norge","NO","2022-09-23","","false","2022-05-01","","876278812",""
"996464415","MYHRE ANLEGG & INDUSTRI AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","49.410","Godstransport på vei","","","","","","","true","","","Pålerudbyen 84","HØNEFOSS","3516","RINGERIKE","3305","Norge","NO","Hensveien 180","HØNEFOSS","3516","RINGERIKE","3305","Norge","NO","2011-01-24","","false","2010-12-13","","996294552",""
"818006292","HALLEBERG INVEST","AAFY","Underenhet til ikke-næringsdrivende","49.410","Godstransport på vei","","","","","","","true","","","","","","","","","","Sentvetveien 326","BÅSTAD","1866","INDRE ØSTFOLD","3118","Norge","NO","2016-11-05","","false","","","917937346",""
"922478848","SLIDRE GRENDELAG","AAFY","Underenhet til ikke-næringsdrivende","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Ola Ellef Bang/nKjeldelie 2D","SLIDRE","2966","VESTRE SLIDRE","3452","Norge","NO","2019-03-25","","false","","","921053002",""
"928848175","LEIJA AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","69.201","Regnskap og bokføring","","","","","","","false","","www.leija.no","","","","","","","","Gladengveien 1","OSLO","0661","OSLO","0301","Norge","NO","2022-03-01","","false","2022-02-01","","928825086",""
"974188465","FJELLKNATTEN BARNEHAGE","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","88.911","Barnehager","","","","","","","false","","","Postboks 30","YTRE ENEBAKK","1917","ENEBAKK","3220","Norge","NO","Fjellveien 8B","YTRE ENEBAKK","1914","ENEBAKK","3220","Norge","NO","1995-02-22","","false","1989-01-02","","871523142",""
"976111915","BEDRE OG BEDRE AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","82.300","Kongress-, messe- og utstillingsvirksomhet","","","","","","","true","19","","","","","","","","","Sankt Hallvards vei 15","LIERSTRANDA","3414","LIER","3312","Norge","NO","1996-02-21","","false","1993-11-01","","968398628",""
"998018242","VESTERAALENS HERMETIKFABRIK AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","Postboks 214","SORTLAND","8401","SORTLAND","1870","Norge","NO","Havnegata 17","SORTLAND","8400","SORTLAND","1870","Norge","NO","2012-02-23","","false","2012-02-23","","997409345",""
