organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"915542069","DALEN NÆRINGSPARK HOLDING AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","c/o Herfo Eiendom AS/nPostboks 53 Sentrum","STAVANGER","4001","STAVANGER","1103","Norge","NO","Børehaugen 1B","STAVANGER","4006","STAVANGER","1103","Norge","NO","2100","Private aksjeselskaper mv.","2022","2015-06-16","2015-06-01","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-11-19","Investering i fast eiendom, herunder utleie, drift, kjøp og salg, samt investering i aksjer og andre verdipapirer, herunder aktiv deltagelse i andre selskaper. I tillegg kommer annen nærliggende virksomhet.","Investering i fast eiendom eller selskaper som eier fast eiendom."
"931149717","YGGDRASIL TAKST AS","AS","Aksjeselskap","74.901","Takseringsvirksomhet","","","","","","","true","","","","","","","","","","c/o Vidar F. Olsen/nSkjoldvegen 9","KLÆBU","7540","TRONDHEIM","5001","Norge","NO","2100","Private aksjeselskaper mv.","","2023-03-30","2023-02-28","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-02-28","Selge tjenester og varer innen takstering av bygninger og bygningsskader og annet som naturlig sammenfaller med dette, samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.","Selge varer og tjenester innen takstering av bygninger og bygningsskader."
"960893506","SOTRA RENHOLD FLORCZYNSKA","ENK","Enkeltpersonforetak","81.210","Rengjøring av bygninger","","","","","","","false","","","","","","","","","","Torvhaugen 30","RONG","5337","ØYGARDEN","4626","Norge","NO","8200","Personlig næringsdrivende","","2022-02-09","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Renhold av kontorer og hus."
"920954278","ADAPTEO AS","AS","Aksjeselskap","77.320","Utleie og leasing av bygge- og anleggsmaskiner og -utstyr","","","","","","","true","19","","Postboks 2006 Strømsø","DRAMMEN","3003","DRAMMEN","3301","Norge","NO","Strømsø torg 9","DRAMMEN","3044","DRAMMEN","3301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2018-06-06","2018-05-09","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-11-28","Designe, produsere, selge, leie ut, eksportere og importere løsninger for modul lokaler og fleksible modulenheter og andre flyttbare lokaler, samt tilknyttet installasjon av utstyr og salg av bygningmaterialer. Selskapet kan også eie og investere i aksjer i andre selskaper, herunder eiendomsselskaper, samt kjøpe, selge og leie ut fast eiendom.","Design, produksjon utleie, eksportert og import av løsninger for modullokaler og fleksible modulenheter og andre flyttbare lokaler, samt tilknyttet installasjon av utstyr og salg av bygningmaterialer. Investering i aksjer og fast eiendom."
"995628090","JOHNSGÅRD AS","AS","Aksjeselskap","90.011","Utøvende kunstnere og underholdningsvirksomhet innen musikk","","","","","","","false","","www.johnsgard.net","","","","","","","","Fjordvegen 45A","OTTESTAD","2312","STANGE","3413","Norge","NO","2100","Private aksjeselskaper mv.","2022","2010-06-16","2010-06-02","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2010-06-02","Underholdning, foredrag og konsulentvirksomhet rettet mot privatmarked og bedrifter samt alt som står i forbindelse med dette, herunder eie aksjer i andre selskaper.","Underholdning, foredrag og konsulentvirksomhet rettet mot privatmarked og bedrifter samt alt som står i forbindelse med dette."
"918973486","DESIGNER BENDIK KRISTIANSEN","ENK","Enkeltpersonforetak","74.102","Grafisk og visuell kommunikasjonsdesign","","","","","","","false","","","","","","","","","","Lagmann Dreyers gate 2","TRONDHEIM","7068","TRONDHEIM","5001","Norge","NO","8200","Personlig næringsdrivende","","2017-05-09","","false","","false","false","false","false","","false","","false","","","","","","","Nynorsk","","","Tjenester innen visuell kommunikasjon."
"922821461","THOMAS ERMA MØLLER","ENK","Enkeltpersonforetak","90.032","Selvstendig kunstnerisk virksomhet innen musikk","","","","","","","false","","","","","","","","","","Godals vei 29","OSLO","0871","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2011-05-31","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Arrangering og komponering av musikk. Noteskriving på det digitale noteprogrammet SIBELIUS 6. Orkesterpartitur, enkeltstemmer, pianonoter, kornoter, sangnoter, viser etc. Undervisning i pianospill, musikkteori, satslære, musikkhistorie etc. Annen kulturvirksomhet. Skribentvirksomhet: Anmeldelser av konserter, CD-er og DVD-er. Tekster til konsertprogramhefter og sesongprogramhefter for kor, orkestre og andre musikkinstitusjoner. Essay, artikler, intervjuer, reportasjer og andre tekster om musikk. Annen skribentvirksomhet."
"914610524","OLYMPIC TAURUS AS","AS","Aksjeselskap","09.109","Andre tjenester tilknyttet utvinning av råolje og naturgass","","","","","77.340","Utleie og leasing av sjøtransportmateriell","false","","www.olympic.no","Postboks 234","FOSNAVÅG","6099","HERØY","1515","Norge","NO","","FOSNAVÅG","6090","HERØY","1515","Norge","NO","2100","Private aksjeselskaper mv.","2022","2014-12-12","2014-11-26","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2018-10-25","Eie og utleie av offshorefartøy samt det som naturlig hører til dette.","Eie og utleie av offshorefartøy samt det som naturlig hører til dette."
"969497476","INTERARMA SKINNARLAND","ENK","Enkeltpersonforetak","80.300","Etterforskning","","","","","","","false","","","","","","","","","","Keysers gate 14B","SKIEN","3725","SKIEN","4003","Norge","NO","8200","Personlig næringsdrivende","","2020-05-11","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Digitale etterforskningstjenester."
"921967810","SOLICITU KAJALUND AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Munkedamsveien 35","OSLO","0250","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2019-01-11","2018-11-27","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2018-11-27","Investering i eiendom, aksjer og andre eierandeler i andre selskaper og foretak samt all annen virksomhet som hermed står i forbindelse.","Investering i eiendom, aksjer og andre eierandeler i andre selskaper og foretak samt all annen virksomhet som hermed står i forbindelse."
