organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"916461801","SOMTO, KAROLINE AADLANDS MINNESTIFTELSE","STI","Stiftelse","94.992","Fond/legater som støtter veldedige og allmennyttige formål","","","","","","","false","","","","","","","","","","c/o Knut I. Aadland/nBolignummer H0503/nSælenveien 91","FYLLINGSDALEN","5143","BERGEN","4601","Norge","NO","7000","Ideelle organisasjoner","2022","2017-01-30","2016-12-14","false","","true","false","true","false","","false","","false","","","","","","","Bokmål","2021-08-30","","Stiftelsens formål er å yte bistand til barns utvikling, trygghet og skolegang på barneskolen Childrock School i Nairobi, Kenya, derunder å skaffe faddere for High School-utdannelse for utvalgte elever samt å delta i og utvikle andre støtteprogrammer i Kenya, Malawi og andre land i Afrika."
"924344326","DENNE ERITREISK ORTODOKSE MENIGHET I HØNEFOSS","FLI","Forening/lag/innretning","94.910","Religiøse organisasjoner","","","","","","","false","","","c/o Debesay Tsegay/nGullovveien 12","SOKNA","3534","RINGERIKE","3305","Norge","NO","","","","","","","","7000","Ideelle organisasjoner","","2020-01-03","2019-10-01","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Denne menighets formål er primært å forette og å bekjenne seg til den kristlige Eritreisk Ortodokse tro, som den i hovedsak blir praktisert i landet Eritrea, samt å utøve et fredlig, fullverdig kristelig menighetsarbeid for menighetens registrerte medlemmer.    "
"927212560","WENGEBO AS","AS","Aksjeselskap","41.109","Utvikling og salg av egen fast eiendom ellers","","","","","","","false","","","","","","","","","","Porfyrsvingen 29","SANDE I VESTFOLD","3076","HOLMESTRAND","3903","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-06-07","2021-04-25","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-04-25","Håndverksvirksomhet, handel, prosjektering, maskinkjøring, eiendomsutvikling, vaktmestertjenester, rådgivning, kursvirksomhet og annen tjenesteyting til næringsliv og privatpersoner, samt deltagelse i andre selskaper eller virksomheter og annet som naturlig faller sammen med dette. Selskapet kan gi økonomisk støtte til frivillige og/eller ideelle organisasjoner.","Håndverksvirksomhet, handel, prosjektering, maskinkjøring, eiendomsutvikling, vaktmestertjenester, rådgivning, kursvirksomhet og annen tjenesteyting til næringsliv og privatpersoner, samt deltagelse i andre selskaper eller virksomheter og annet som naturlig faller sammen med dette. Selskapet kan gi økonomisk støtte til frivillige og/eller ideelle organisasjoner."
"930975281","BAMBLE CHIN FORENING","FLI","Forening/lag/innretning","93.120","Idrettslag og -klubber","","","","","","","false","","","","","","","","","","c/o Siang Lian Cung Bawi Tlung/nSkoglia 10A","LANGESUND","3970","BAMBLE","4012","Norge","NO","7000","Ideelle organisasjoner","","2023-06-05","2023-02-11","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Idrettsforening for ungdommer og voksne fra Myanmar (Chinstate) i Bamble. Skal skape felleskap, engasjement og å ta vare på vår, kultur, identitet og etnisitet. I Norge har befolkningen fra Myanmar (Chin) en stor organisjasjon CCN (Chin Comunity in Norway) som fremmer selvtillit, sosialpolitisk og kulturell bevissthet blant Chin folket i Norge. Hvert 2 år i sommer arrangerer CCN et stort arrangement for Chin folket. Det gjennomføres aktiviteter som fotball, volleyball, Chin nasjonal bryting og mye lærdom om kulturen. Alle Chin-folk som bor i Norge fra ulike fylker/kommuner deltar i dette arrangement. For å kunne delta i det sportslige arrangementet må hvert fylke/kommune ha et eget lag/forening."
"921707533","MUNOR'S VENNER","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Jan Velde/nSlåttåvegen 25","AVALDSNES","4262","KARMØY","1149","Norge","NO","7000","Ideelle organisasjoner","","2019-01-24","2017-08-29","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Foreningen skal være Munor's hjelpere til forberedelse til konserter og spilleoppdrag. De skal stå for salg av billetter ved Munor's konserter, utdeling av programhefter, plassering av plakater i nærområdet og være behjelpelig med bæring av instrumenter og utstyr til og fra konsertene."
"894391472","CALIGEN HOLDING AS","AS","Aksjeselskap","68.320","Eiendomsforvaltning","","","","","","","true","","","","","","","","","","Gate 2 112","MÅLØY","6700","KINN","4602","Norge","NO","2100","Private aksjeselskaper mv.","2022","2009-08-24","2009-08-03","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2009-08-03","Langsiktig utvikling og eierskap av fast eiendom og forretningsvirksomheter, herunder utvikling, utleie og salg av fast eiendom, samt deltagelse i beslektet virksomhet gjennom kjøp og salg av aksjer; å delta i nye eller eksisterende virksomheter, gjennom nyetableringer, kjøp og salg av aksjer, og betjening av slike med rådgivning og støttefunksjoner; egenutvikling av interne prosjekter for fremtidig etablering av ny virksomhet, og for salg av prosjekter, forretningskonsepter, databaser eller andre immaterielle eiendeler. Selskapet skal i tillegg drive salg av varer og tjenester for å bidra til finansiering av selskapets langsiktige hovedformål.","Eiendomsforvaltning og -utvikling. Forretningsutvikling. Salg av konsulenttjenester."
"929307879","LERVÅG EIENDOM HOLDING AS","AS","Aksjeselskap","68.100","Kjøp og salg av egen fast eiendom","","","","","70.100","Hovedkontortjenester","false","","","","","","","","","","Hitterveien 34","SANDSTAD","7246","HITRA","5056","Norge","NO","2100","Private aksjeselskaper mv.","2022","2022-06-07","2022-04-13","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-04-13","Selv, eller gjennom hel- eller deleide selskaper, eller ved å samarbeide med andre selskaper, å forestå investeringsvirksomhet, herunder investering i aksjer, obligasjoner, selskapsandeler, fast eiendom, samt annen virksomhet som har naturlig sammenheng med dette.","Selv, eller gjennom hel- eller deleide selskaper, eller ved å samarbeide med andre selskaper, å forestå investeringsvirksomhet, herunder investering i aksjer, obligasjoner, selskapsandeler, fast eiendom, samt annen virksomhet som har naturlig sammenheng med dette."
"913301714","RINGERIKE KJØLE & FRYSESERVICE AS","AS","Aksjeselskap","43.222","Kuldeanlegg- og varmepumpearbeid","","","","","","","true","","","Postboks 1318 Flattum","HØNEFOSS","3503","RINGERIKE","3305","Norge","NO","Hov Industripark","HØNEFOSS","3515","RINGERIKE","3305","Norge","NO","2100","Private aksjeselskaper mv.","2022","2014-03-01","2014-01-01","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-06-01","Tjenester som faller inn i virksomhetsområdet salg, montering og service av kjøle- og fryseteknisk utstyr og andre virksomheter som naturlig faller sammen med dette, samt deltakelse i andre selskaper som driver innenfor samme forretningsområde.","Salg, montering og service av kjøle- og fryseteknisk utstyr."
"920070981","XAZAR YANAR","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","c/o Nazmi/nLunderveien 4","BÅSTAD","1866","INDRE ØSTFOLD","3118","Norge","NO","c/o ATRUPAT SKOMAKER/nYoungstorget 6","OSLO","0181","OSLO","0301","Norge","NO","7000","Ideelle organisasjoner","","2018-04-27","2015-05-28","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Drive radiostasjon. Hjelpe aserberjanske (azerberjanske) innvandrere med forståelse av norsk kultur og integrering i Norge. Arbeider for å fremme FN sine menneskerettigheter."
"917403864","SAGOSA AS","AS","Aksjeselskap","70.220","Bedriftsrådgivning og annen administrativ rådgivning","","","","","","","true","","","","","","","","","","Nordlivegen 16","CHARLOTTENLUND","7060","TRONDHEIM","5001","Norge","NO","2100","Private aksjeselskaper mv.","2022","2016-09-14","2016-06-15","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2016-06-15","Konsulentvirksomhet, herunder utvikling og salg av konsept for idrett, media, event- og foredragsrelaterte produkter, rådgivning, salg og markedsføring av informasjons- og nettjenester, drift og utvikling av sponsor- og idrettsprosjekter og alt hva hermed står i den forbindelse.","Konsulentvirksomhet innen utvikling av og salg av konsept for idrett, media, event- og foredragsrelaterte produkter. Rådgivning og salg av nettbaserte tjenester, utvikling og salg av sponsor- og idrettsprosjekter."
"993359661","ENERGY RENT AS","AS","Aksjeselskap","77.390","Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted","","","","","","","true","6","energyrent.no","","","","","","","","Dragelandsveien 7","HAUGE I DALANE","4380","SOKNDAL","1111","Norge","NO","2100","Private aksjeselskaper mv.","2022","2008-12-03","2008-10-22","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2017-08-22","Utleie av kjøle/varme containere til offentlig, private og energiverk. Leies ut i hele verden.","Utleie av kjøle/varme containere til offentlig, private og energiverk. Leies ut i hele verden."
"987098511","VATNESTRØM MAT AS","AS","Aksjeselskap","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","6","","","","","","","","","Vatnestrømveien 87","VATNESTRØM","4730","IVELAND","4218","Norge","NO","2100","Private aksjeselskaper mv.","2022","2004-08-02","2004-07-05","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2004-07-05","Dagligvareforretning, samt alt hva dermed står i forbindelse, herunder gjennom aksjetegning eller på annen måte å delta i andre selskaper eller foretak.","Dagligvareforretning."
"958786689","OLAVSGAARD GRUPPEN AS","AS","Aksjeselskap","55.101","Drift av hoteller, pensjonater og moteller med restaurant","","","","","70.100","Hovedkontortjenester","false","","","","","","","","","","Hvamstubben 11","SKJETTEN","2013","LILLESTRØM","3205","Norge","NO","2100","Private aksjeselskaper mv.","2022","1995-02-19","1990-05-30","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2005-12-12","Holdingselskap gjennom aksjeeie eller tilsvarende, samt engasjere seg i andre selskaper, finansiering av disse samt hva deri står i forbindelse.","Holdingselskap gjennom aksjeeie eller tilsvarende, samt engasjere seg i andre selskaper, finansiering av disse samt hva deri står i forbindelse."
"926858564","NAMDAL TOTALRENHOLD AS","AS","Aksjeselskap","10.710","Produksjon av brød og ferske konditorvarer","","","","","","","true","5","","Postboks 3","OVERHALLA","7864","OVERHALLA","5047","Norge","NO","c/o Magnar Kolstad/nMelavegen 342","SKAGE I NAMDALEN","7860","OVERHALLA","5047","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-03-24","2021-02-05","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-06-30","Tilberedning og salg av smultringer, catering, renhold, utleie av arbeidskraft til anleggsvirksomhet, sceneteknikk, lydassistanse med mer, samt delta i annen virksomhet som naturlig hører til under dette.","Tilberedning og salg av smultringer samt utleie av arbeidskraft."
"925816205","VIBEKE RIEBER SOMMERSTEN OG BERNT SOMMERSTENS STIFTELSE TIL FREMME AV BÆREKRAFTIG UTVIKLING","STI","Stiftelse","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","www.gcrieber-fondene.no/","Postboks 990 Sentrum","BERGEN","5808","BERGEN","4601","Norge","NO","Solheimsgaten 15","BERGEN","5058","BERGEN","4601","Norge","NO","7000","Ideelle organisasjoner","2022","2020-11-26","2020-09-25","false","","false","false","true","false","","false","","false","","","","","","","Bokmål","","","Gi bidrag til aktiviteter i Bergen og omegn der målet for enkeltprosjekter er å: Bidra til å begrense/redusere menneskenes fotavtrykk i naturen; Bidra til å redusere unødig forbruk; Bidra til opprettholdelse/gjenopprettelse av naturmangfold; Bidra til konkrete rydde-aksjoner og naturreparerende tiltak; Formidle kunnskap/informasjon om de listede temaområder for å skape gode holdninger og adferdsmønstre."
"924708069","VEST FOOD AS","AS","Aksjeselskap","56.101","Drift av restauranter og kafeer","","","","","","","true","10","","","","","","","","","Leirvikflaten 11","GODVIK","5179","BERGEN","4601","Norge","NO","2100","Private aksjeselskaper mv.","2022","2020-03-05","2020-01-27","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-01-27","Drift av restaurant, samt det som står i naturlig forbindelse med dette og annen næringsvirksomhet.","Drift av restaurant, samt det som står i naturlig forbindelse med dette og annen næringsvirksomhet"
"996835243","VATNE & BJERKVIK AS","AS","Aksjeselskap","41.109","Utvikling og salg av egen fast eiendom ellers","","","","","","","false","","","","","","","","","","Indrehovdevegen 54","HOVDEBYGDA","6160","ØRSTA","1520","Norge","NO","2100","Private aksjeselskaper mv.","","2023-10-06","2023-09-07","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-09-07","Selge varer og tjenester innen byggeprosjekter - og annet som naturlig sammenfaller med dette - samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.","Utvikling av byggeprosjekter for salg eller utleie, totalentreprenør."
"929192222","DAN UGAS PACE","ENK","Enkeltpersonforetak","63.120","Drift av web-portaler","","","","","","","false","","","","","","","","","","Ebbells gate 4B","OSLO","0183","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2022-05-13","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Administrerer en abonnementsbasert medietjeneste på Internett. Kunstner, fotograf og modell. Et digitalt galleri av mine egne verk."
"996263444","HS MASKIN & UTEMILJØ AS","AS","Aksjeselskap","81.300","Beplantning av hager og parkanlegg","","","","","","","true","5","www.hsmaskinogutemiljo.no","","","","","","","","Vinanvegen 61","ÅSEN","7630","LEVANGER","5037","Norge","NO","2100","Private aksjeselskaper mv.","2022","2010-12-06","2010-11-25","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-06-11","Anleggsgartnervirksomhet, grunnarbeid, transport og det som naturlig følger med slik virksomhet, samt delta i andre selskap.","Anleggsgartnervirksomhet, grunnarbeid og transport."
"928126110","JARLE FOSSAN MEDALEN","ENK","Enkeltpersonforetak","01.610","Tjenester tilknyttet planteproduksjon","","","","","","","false","","","","","","","","","","Rettedalsbakkane 9","FORSAND","4110","SANDNES","1108","Norge","NO","8200","Personlig næringsdrivende","","2022-02-09","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Utleie av meg selv til jordbruksvirksomhet. Utleie av meg selv og utstyr til  minisagbruk."
