organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"923641394","KILDEN SAMFUNNSBYGG AS","AS","Aksjeselskap","64.302","Alternative investeringsfond (AIF) som ikke er verdipapirfond","","","","","","","false","","","Postboks 1833 Vika","OSLO","0123","OSLO","0301","Norge","NO","Haakon VIIs gate 5","OSLO","0161","OSLO","0301","Norge","NO","4500","Alternative investeringsfond (AIF) unntatt verdipapirfond","2022","2019-10-21","2019-08-26","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-02-23","Investering i eiendom, aksjer og andre eierandeler, samt all annen virksomhet som hermed står i forbindelse.","Investering i eiendom, aksjer og andre eierandeler, samt all annen virksomhet som hermed står i forbindelse."
"899204182","FØRDE BILBERGING AS","AS","Aksjeselskap","52.219","Tjenester tilknyttet landtransport ellers","","","","","","","true","38","www.fordebilberging.no","Postboks 42","FØRDE","6801","SUNNFJORD","4647","Norge","NO","Brulandsvegen 310","FØRDE","6819","SUNNFJORD","4647","Norge","NO","2100","Private aksjeselskaper mv.","2022","2012-12-03","2012-11-27","true","","false","true","false","false","","false","","false","","","","","","","Nynorsk","2020-12-10","Berging og reparasjon av transportmidler og virksomhet i naturlig tilknytning til dette. Selskapet kan ved aksjetegning eller på annen måte investere i andre selskaper.","Berging og reparasjon av transportmidler og virksomhet i naturlig tilknytning til dette. Selskapet kan ved aksjetegning eller på annen måte investere i andre selskaper."
"970287248","STÅLE BY AS","AS","Aksjeselskap","93.110","Drift av idrettsanlegg","","","","","70.100","Hovedkontortjenester","false","","","","","","","","","","Hellhaugan 375","INDERØY","7670","INDERØY","5053","Norge","NO","2100","Private aksjeselskaper mv.","2022","2022-10-03","2022-09-05","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-10-10","Investering i aksjer og andeler i andre selskaper og tjenester som er naturlig i den forbindelse.","Investering i aksjer og andeler samt tjenester i den forbindelse."
"923681183","ANLEGG VEST HOLDING AS","AS","Aksjeselskap","77.320","Utleie og leasing av bygge- og anleggsmaskiner og -utstyr","","","","","","","false","","","","","","","","","","Storebotn 26","KLEPPESTØ","5309","ASKØY","4627","Norge","NO","2100","Private aksjeselskaper mv.","2022","2020-10-23","2020-09-30","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-09-30","Utleie av anleggsutstyr samt det som måtte falle naturlig innunder dette. Samt kjøp og salg av fast eiendom.","Utleie av anleggsutstyr og maskiner samt det som måtte falle naturlig innunder dette. Samt kjøp og salg av fast eiendom."
"912828441","SKK HANDEL AS","AS","Aksjeselskap","47.111","Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","5","","","","","","","","","Stabbursvikvegen 3","KVISVIK","6674","TINGVOLL","1560","Norge","NO","2100","Private aksjeselskaper mv.","2022","2013-12-02","2013-11-22","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-11-10","Dagligvare - og butikk drift eller aktivitet knyttet til handel.","Dagligvare og butikkdrift."
"928681890","SNN SENIORFORENING MIDT-TROMS","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Sparebank1 Nord-Norge/nRingveien 49","FINNSNES","9300","SENJA","5530","Norge","NO","7000","Ideelle organisasjoner","","2022-02-05","2021-11-15","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Forening for seniorer og pensjonister fra Sparebank1 Nord-Norge i Midt-Troms. Skal tilby sosial kontakt og informasjon som vil være av interesse for medlemmene, samt være et kontaktledd mellom banken og dens seniorer."
"930646717","PETROLE INTERIM SERVICES","UTLA","Utenlandsk enhet","","","","","","","","","false","","","","","","","","","","Sarl au Capital/nde 25 Millions de FCFA/nSiège Social","BP 1000 PORT-GENTIL","","","","Gabon","GA","","","","1999-04-27","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Hovedforetak."
"926025813","MONICA OTTOSEN","ENK","Enkeltpersonforetak","85.599","Annen undervisning ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Sørhallet 5B","STAVANGER","4018","STAVANGER","1103","Norge","NO","8200","Personlig næringsdrivende","","2020-12-08","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Kurs og foredragsholder innen temaet autisme."
"927209837","PRIME IMPORT AS","AS","Aksjeselskap","46.390","Engroshandel med bredt utvalg av nærings- og nytelsesmidler","","","","","","","false","","","c/o Susanne Opsahl/nBriskebyvegen 12B","HAMAR","2321","HAMAR","3403","Norge","NO","Briskebyvegen 12B","HAMAR","2321","HAMAR","3403","Norge","NO","2100","Private aksjeselskaper mv.","2021","2021-06-07","2021-05-18","false","","false","true","false","true","2024-01-15","false","","false","","","","","","","Bokmål","2023-04-20","Import og salg av dagligvarer og andre produkter som naturlig hører hjemme i en dagligvarebutikk, samt som naturlig faller sammen med dette, herunder deltakelse i andre selskaper med lignende virksomheter.","Import og salg av daglivarer. Daglivarebutikk."
"919756756","PARANEE HAIR STUDIO & WELNESS PARANEE SAODEE","ENK","Enkeltpersonforetak","96.020","Frisering og annen skjønnhetspleie","","","","","","","false","","","","","","","","","","Barkvegen 42B","HAUGESUND","5535","HAUGESUND","1106","Norge","NO","8200","Personlig næringsdrivende","","2017-10-20","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Frisering og annen skjønnhetspleie."
