organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"918420533","BYGGMESTER RICHARD FOSSER MINGE AS","AS","Aksjeselskap","41.200","Oppføring av bygninger","","","","","","","false","","","","","","","","","","Måsaveien 42","SKI","1406","NORDRE FOLLO","3207","Norge","NO","2100","Private aksjeselskaper mv.","2022","2017-01-21","2017-01-01","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2017-01-01","Tømrervirksomhet. Selskapet kan delta i andre selskaper med lignende virksomhet eller på annen måte gjøre seg interessert i andre foretagender.","Tømrervirksomhet."
"929267486","REPPE GEIR RYTMISKE TJENESTER","ENK","Enkeltpersonforetak","90.011","Utøvende kunstnere og underholdningsvirksomhet innen musikk","","","","","","","false","","","","","","","","","","Stormyrvegen 9","RÆLINGEN","2005","RÆLINGEN","3224","Norge","NO","8200","Personlig næringsdrivende","","2022-05-28","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Utleie av tjenester som musikant."
"917505004","JOHN DE-SCHAI OLSEN OVERSETTELSE","ENK","Enkeltpersonforetak","74.300","Oversettelses- og tolkevirksomhet","","","","","","","false","","","","","","","","","","Grytting 104","STOKMARKNES","8450","HADSEL","1866","Norge","NO","8200","Personlig næringsdrivende","","2016-07-26","","true","","false","false","false","false","","false","","false","","","","","","","Nynorsk","","","Oversettelse, korrekturlesning og språkkonsulentvirksomhet."
"876278812","BOBILER AS","AS","Aksjeselskap","45.112","Detaljhandel med biler og lette motorvogner, unntatt motorsykler","","","","","","","false","","","Skrubbenesvegen 82","BRATTHOLMEN","5350","ØYGARDEN","4626","Norge","NO","Brattholmen","BRATTHOLMEN","5350","ØYGARDEN","4626","Norge","NO","2100","Private aksjeselskaper mv.","2022","1996-04-16","1996-01-05","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-04-04","Import, kjøp, salg og utleie av Biler/bobiler/båter/boliger og hva dermed står i naturlig forbindelse, herunder deltakelse i andre selskaper med lignende virksomhet.","Import, kjøp, salg og utleie av biler, bobiler, båter og boliger."
"996294552","MYHRE ANLEGG & INDUSTRI AS","AS","Aksjeselskap","49.410","Godstransport på vei","","","","","","","true","","","Pålerudbyen 84","HØNEFOSS","3516","RINGERIKE","3305","Norge","NO","Hensveien 180","HØNEFOSS","3516","RINGERIKE","3305","Norge","NO","2100","Private aksjeselskaper mv.","2022","2010-12-13","2010-12-03","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-10-01","Anleggs- og entreprenørvirksomhet, håndverk- og industrivirksomhet, utleie av eiendom, maskiner og utstyr, transport av gods (innenlands), kursvirksomhet, kjøp, salg og reparasjoner av maskiner, biler og varer (herunder import og eksport) og det som naturlig hører dertil. Salg av klær, reklame, profileringsartikler, klestrykk m.m. Kjøp og salg av kosmetisk utstyr og artikler, kosmetiske tjenester, kroppspleie, kurs, frisørvirksomhet og det som naturlig hører dertil. I tillegg kommer kjøp og salg av fast eiendom og øvrige investeringer i aksjer og andre selskaper.","Anleggs- og entreprenørvirksomhet, håndverk- og industrivirksomhet, utleie av eiendom, maskiner og utstyr, transport av gods (innenlands), kursvirksomhet, kjøp, salg og reparasjoner av maskiner,biler og varer (herunder import og eksport) og det som naturlig hører dertil. I tillegg kommer kjøp og salg av fast eiendom og øvrige investeringer i aksjer og andre selskaper."
"931396560","RL SNEKKERSERVICE RENARS LIVINS","ENK","Enkeltpersonforetak","43.320","Snekkerarbeid","","","","","","","false","","","","","","","","","","Silurveien 3","OSLO","0380","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2023-05-12","","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Treverkarbeid."
"917937346","HALLEBERG INVEST","NUF","Norskregistrert utenlandsk foretak","49.410","Godstransport på vei","","","","","","","true","","","","","","","","","","Sentvetveien 326","BÅSTAD","1866","INDRE ØSTFOLD","3118","Norge","NO","2100","Private aksjeselskaper mv.","2022","2016-10-27","","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Transportvirksomehet, eiendomsforvaltning mm. I tillegg skal det drive med kjøp og salg av aksjer."
"932083868","NANSETKRYSSET AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","Postboks 9740 Torget Vest","DRAMMEN","3010","DRAMMEN","3301","Norge","NO","Edvard Stangs gate 33","DRAMMEN","3014","DRAMMEN","3301","Norge","NO","2100","Private aksjeselskaper mv.","","2023-09-19","2023-06-19","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-06-19","Utvikling og utleie av fast eiendom.","Utleie av fast eiendom."
"921053002","SLIDRE GRENDELAG","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Ola Ellef Bang/nKjeldelie 2D","SLIDRE","2966","VESTRE SLIDRE","3452","Norge","NO","7000","Ideelle organisasjoner","","2018-06-25","2018-06-09","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Samordne Slidre sine grendeaktiviteter, blant annet badeplass, akedag, julegrantenning med mere."
"928825086","LEIJA AS","AS","Aksjeselskap","69.201","Regnskap og bokføring","","","","","","","false","","www.leija.no","","","","","","","","Gladengveien 1","OSLO","0661","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2022-02-25","2022-01-26","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-08-10","Drive regnskapsføring for andre, samt konsulentvirksomhet så som økonomi, teknologi, kommunikasjon, rekruttering samt medvirke i andre selskaper innen samme virksomhet, samt alt som hører naturlig til dette.","Drive regnskapsføring for andre, samt konsulentvirksomhet så som økonomi, teknologi, kommunikasjon, rekruttering samt medvirke i andre selskaper innen samme virksomhet, samt alt som hører naturlig til dette."
"871523142","YTRE ENEBAKK KVINNE- OG FAMILIEFORBUND","FLI","Forening/lag/innretning","88.911","Barnehager","","","","","","","false","","","Postboks 30","YTRE ENEBAKK","1917","ENEBAKK","3220","Norge","NO","Fjellveien 8B","YTRE ENEBAKK","1914","ENEBAKK","3220","Norge","NO","2100","Private aksjeselskaper mv.","","1995-02-20","1974-12-31","false","","true","true","false","false","","false","","false","","","","","","","Bokmål","2009-03-21","Drift av barnehage.","Drift av barnehage."
"926776959","EMILSEN MASKINTRANSPORT AS TVANGSAVVIKLINGSBO","KBO","Konkursbo","49.410","Godstransport på vei","","","","","","","false","","","v/Adv. Erik Christoffer Heen/nHvervenmoveien 49","HØNEFOSS","3511","RINGERIKE","3305","Norge","NO","","HOV","2867","SØNDRE LAND","3447","Norge","NO","","","","2021-03-11","2021-03-11","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Tvangsavviklingsbo."
"968398628","BEDRE OG BEDRE AS","AS","Aksjeselskap","82.300","Kongress-, messe- og utstillingsvirksomhet","","","","","","","true","19","","","","","","","","","Sankt Hallvards vei 15","LIERSTRANDA","3414","LIER","3312","Norge","NO","2100","Private aksjeselskaper mv.","2022","1995-03-12","1993-11-01","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2003-09-17","Konsulentvirksomhet innen begivenhets- markedsføring, kursvirksomhet og showkonsepter, og salg av produkter relatert til denne virksomheten.","Tilby alt innen event. marketingkonsepter, kurs- konsepter og show konsepter for kjøpesentere, bedrifter og andre, samt gjennomføring av disse."
"997409345","VESTERAALENS HERMETIKFABRIK AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","Postboks 214","SORTLAND","8401","SORTLAND","1870","Norge","NO","Havnegata 17","SORTLAND","8400","SORTLAND","1870","Norge","NO","2100","Private aksjeselskaper mv.","2022","2011-09-29","2011-09-22","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2017-06-29","Investering og drift av fast eiendom og utstyr, utleievirksomhet, samt alt hva hermed står i forbindelse, herunder delta i andre selskaper med lignende virksomhet.","Kjøp og salg av andre selskaper, samt direkte og indirekte deltakelse i selskaper med lignende eller annet formål."
"980858219","WESTGAARD MASKIN","ENK","Enkeltpersonforetak","46.610","Engroshandel med maskiner og utstyr til jordbruk og skogbruk","","","","","","","false","","","","","","","","","","Båstadveien 344","TRØGSTAD","1860","INDRE ØSTFOLD","3118","Norge","NO","8200","Personlig næringsdrivende","","1999-07-03","","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Forhandler av traktorer og gressklippere. Salg av høytrykkspylere og støvsugere. Salg av rekvisita til bil og landruksmaskiner. Primærnæring jordbruk."
"930842125","KRISTIANSUND DYREKLINIKK AS","AS","Aksjeselskap","75.000","Veterinærtjenester","","","","","","","true","12","www.dyreklinikk-kristiansund.no","","","","","","","","Langveien 51","KRISTIANSUND N","6510","KRISTIANSUND","1505","Norge","NO","2100","Private aksjeselskaper mv.","","2023-02-17","2023-01-19","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2024-01-04","Selge varer og tjenester innen veterinærtjenester og annet som naturlig sammenfaller med dette, samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.","Veterinærtjenester og salg av fôr og utstyr til dyr."
"925874906","PLUM AND PEACHY AS","AS","Aksjeselskap","46.421","Engroshandel med klær","","","","","","","false","","","Postboks 6513 Rodeløkka","OSLO","0501","OSLO","0301","Norge","NO","Christian Michelsens gate 6","OSLO","0568","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2020-10-30","2020-10-01","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-10-01","Online e-handel klær.","Importere klær, selge klærne online for kvinner."
"869616532","JOHANSEN MAGNUS","ENK","Enkeltpersonforetak","03.111","Hav- og kystfiske","","","","","","","false","","","","","","","","","","OTERBERG","LAKSELV","9700","PORSANGER","5622","Norge","NO","8200","Personlig næringsdrivende","","1995-02-20","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","",""
"926731351","A. NYGAARD GE CONSULTING","ENK","Enkeltpersonforetak","74.909","Annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted","","","","","","","false","","","","","","","","","","c/o Arnfinn Nygaard/nLusetjernveien 74B","OSLO","1253","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2021-03-05","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Konsulenttjenester og oppdrag knyttet til utviklingspolitikk nasjonalt og globalt."
"983928641","ADVOKAT GUNNAR KLAUSEN","ENK","Enkeltpersonforetak","69.100","Juridisk tjenesteyting","","","","","","","false","","www.advokatene-ssh.no","Postboks 339","SKIEN","3701","SKIEN","4003","Norge","NO","Cappelens gate 6A","SKIEN","3717","SKIEN","4003","Norge","NO","8200","Personlig næringsdrivende","2022","2001-11-29","","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Juridisk tjenesteyting."
"999541240","NORPLAY AS","AS","Aksjeselskap","46.495","Engroshandel med spill og leker","","","","","","","true","6","www.norplay.no","","","","","","","","P.A.Gloslis vei 16","SELLEBAKK","1654","FREDRIKSTAD","3107","Norge","NO","2100","Private aksjeselskaper mv.","2022","2013-01-17","2012-12-26","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2012-12-26","Investering, import og salg av lekeutstyr, utemøbler m.m samt alt hva herfed står i forbindelse.","Import/salg av lekeutstyr, utemøbler m.m."
"981288815","LARS-OLAV TUNHEIM VALSØ","ENK","Enkeltpersonforetak","01.451","Sauehold","02.200","Avvirkning","","","","","false","","","","","","","","","","Valsøyvegen 100","VALSØYFJORD","6687","HEIM","5055","Norge","NO","8200","Personlig næringsdrivende","","1999-11-24","","true","","false","false","false","false","","false","","false","","","","","","","Nynorsk","","","Jord-og skogbruk, lammekjøt, foredling og salg av fårepølser, saueskinn og ullgarn, snikkarverksemd, utleige av handverkstenester på Svalbard. Konsertverksemd, flygelkonsertar i Trønderlåna."
"924595388","ORIFARM NORWAY AS","AS","Aksjeselskap","46.460","Engroshandel med sykepleie- og apotekvarer","","","","","","","true","7","","","","","","","","","Sandakerveien 138","OSLO","0484","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2020-02-13","2020-02-07","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-03-31","Industri, handel og annen virksomhet som angår disse formål.","Markedsføring, salg og utvikling av farmasøytiske produkter. Industri, handel, konsulent- og entreprenørvirksomhet og finansvirksomhet."
"929619587","SEILER SKOGDALEN","ENK","Enkeltpersonforetak","90.034","Selvstendig kunstnerisk virksomhet innen litteratur","","","","","","","false","","","","","","","","","","Granvegen 34B","CHARLOTTENLUND","7058","TRONDHEIM","5001","Norge","NO","8200","Personlig næringsdrivende","","2022-08-09","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Rådgivning og artikkelskriving innenfor seil- og båtbransjen."
"946785954","FLAKSTAD GARTNERI GRO-ANITA NILSEN","ENK","Enkeltpersonforetak","01.190","Dyrking av ettårige vekster ellers","","","","","","","false","","","Kjerkveien 1","RAMBERG","8380","FLAKSTAD","1859","Norge","NO","Flakstadveien 260","RAMBERG","8380","FLAKSTAD","1859","Norge","NO","8200","Personlig næringsdrivende","","1995-02-19","","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Gartneri."
"918431322","FOTO LONGAUER","ENK","Enkeltpersonforetak","74.200","Fotografvirksomhet","","","","","","","true","","","","","","","","","","Haukveien 2","VIKERSUND","3370","MODUM","3316","Norge","NO","8200","Personlig næringsdrivende","","2017-02-03","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Fotograf og grafiker.  Salg av egenproduserte duftlys."
"976995279","BERGSDALEN SOKN","KIRK","Den norske kirke","94.910","Religiøse organisasjoner","","","","","","","false","","","Postboks 113","DALEKVAM","5721","VAKSDAL","4628","Norge","NO","BERGSDALEN","DALEKVAM","5722","VAKSDAL","4628","Norge","NO","6500","Kommuneforvaltningen","","1997-01-27","","false","","false","false","false","false","","false","","false","","","","","","","Nynorsk","","","Sokn"
"927279142","ØYELEGE HENRIK BJØRKEKJÆR JOHANNESSEN","ENK","Enkeltpersonforetak","86.221","Spesialisert legetjeneste, unntatt psykiatrisk legetjeneste","","","","","","","false","","","","","","","","","","Gydas vei 20","KRISTIANSAND S","4633","KRISTIANSAND","4204","Norge","NO","8200","Personlig næringsdrivende","","2021-06-16","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Øyelege - medisinske tjenester."
"991702059","OVERSETTERHUSET V/Mariell Myran","ENK","Enkeltpersonforetak","74.300","Oversettelses- og tolkevirksomhet","","","","","","","false","","","","","","","","","","Kongens gate 51A","TRONDHEIM","7012","TRONDHEIM","5001","Norge","NO","8200","Personlig næringsdrivende","","2007-09-13","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Oversetting fra engelsk til norsk."
"916957491","FASTLEGE TUVA KOLSTAD HERTZBERG","ENK","Enkeltpersonforetak","86.211","Allmenn legetjeneste","","","","","","","false","","Www.østensjølegesenter.no/","","","","","","","","Østensjø legesenter/nVetlandsveien 99","OSLO","0685","OSLO","0301","Norge","NO","8200","Personlig næringsdrivende","","2016-04-04","","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Fastlegepraksis."
"929006232","TØHF HOLDING AS","AS","Aksjeselskap","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Ingrids vei 29","TØNSBERG","3114","TØNSBERG","3905","Norge","NO","2100","Private aksjeselskaper mv.","2022","2022-03-30","2022-03-14","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-11-30","Direkte og/eller indirekte - å kjøpe, eie og selge aksjer, obligasjoner og andre finansielle instrumenter og alt som er beslektet eller står i forbindelse med dette. Videre skal selskapets virksomhet kunne være - direkte og/eller indirekte - å anskaffe, prosjektere, utbygge, eie, drive, leie ut og selge fast eiendom og alt som er beslektet eller står i forbindelse med slik virksomhet. Selskapet skal også kunne eie - helt eller delvis - eller delta i selskaper eller næringsforetak som driver annen virksomhet.","Kjøp og salg av aksjer, virksomheter og eiendomsutvikling."
"930657190","KINO AS","AS","Aksjeselskap","52.214","Drift av taxisentraler og annen formidling av persontransport","","","","","","","false","","","","","","","","","","Motzfeldts gate 5","OSLO","0187","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2023-01-16","2022-12-12","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-12-12","Drive taxisentral, herunder formidle persontransport, markedsføre taxitjenester, kurse/utdanne sjåfører og taxieiere, samt varetransport. Kjøp og salg av varer og tjenester, og alt som naturlig hører sammen med dette, herunder å eie aksjer, samt deltakelse i andre selskaper med lignende formål.","Drive taxisentral, herunder formidle persontransport, markedsføre taxitjenester, kurse/utdanne sjåfører og taxieiere, samt varetransport. Kjøp og salg av varer og tjenester, og alt som naturlig hører sammen med dette, herunder å eie aksjer, samt deltakelse i andre selskaper med lignende formål."
