organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"929569849","TELEN AS","AS","Aksjeselskap","58.130","Utgivelse av aviser","","","","","","","true","10","","","","","","","","","Heddalsvegen 11","NOTODDEN","3674","NOTODDEN","4005","Norge","NO","2100","Private aksjeselskaper mv.","2022","1995-02-19","1980-01-02","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","1988-12-15","a) Å utgi avisen Telen som skal være en fri og    uavhengig  lokalavis for Notodden og Øst-Tele-    mark, bygget på et konservativt grunnsyn. b) Å drive annen virksomhet som faller naturlig    sammen med avisutgivelsen og grafisk industri. c) Deltagelse i og finansiering av andre forret-    ningsforetagender. d) Kjøp og salg av aksjer, verdipapirer og andre    formuesverdier av enhver art.","a) Å utgi avisen Telen som skal være en fri og    uavhengig  lokalavis for Notodden og Øst-Tele-    mark, bygget på et konservativt grunnsyn. b) Å drive annen virksomhet som faller naturlig    sammen med avisutgivelsen og grafisk industri. c) Deltagelse i og finansiering av andre forret-    ningsforetagender. d) Kjøp og salg av aksjer, verdipapirer og andre    formuesverdier av enhver art."
"931754769","HENTIÅSEN VELFORENING","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Kjørbekkvegen 46","SKIEN","3735","SKIEN","4003","Norge","NO","7000","Ideelle organisasjoner","","2023-07-21","2023-06-12","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Velforeningens formål er å fremme medlemmenes overordnede felles interesser i området og virke for stedets sosiale og fysiske miljø, og medlemmenes trivsel og sikkerhet. Foreningen skal organisere bruk, drift og vedlikehold av fellesarealer og felles installasjoner til beste for beboerne, og kan ta opp alle saker som kan fremme disse formål."
"917650284","KALVÅG BÅTLAG SA","SA","Samvirkeforetak","93.299","Fritidsvirksomhet ellers","","","","","","","false","","","v/Åge Sundsøy","KALVÅG","6729","BREMANGER","4648","Norge","NO","","KALVÅG","6729","BREMANGER","4648","Norge","NO","2100","Private aksjeselskaper mv.","","2005-09-19","2005-08-21","false","","false","true","false","false","","false","","false","","","","","","","Nynorsk","2014-02-01","Byggje og drifte småbåtplassar i Kalvåg, samt samle båt- og sjøinteresserte i arbeidet med å: Nytte sjøen betre som fritidstilbod, og rekreasjonsarena. Skape og halde vedlike eit godt båtmiljø i Kalvåg i trygge og trivelege båtanlegg for bygdefolk og turistar i alle aldersgrupper og for personar med krav til sjøsportsanlegg med universell utforming. Sikre friareal i Bremanger kommune og god utnytting av desse. Hindre forureining av sjø og strender. Spreie kunnskap og sjøvet, båtar, båtutstyr, fiske og lokal kystkultur. Samarbeide lokalt og regionalt med andre lag, private føretak og offentlege myndigheiter om felles oppgåver innafor ramma og føremålet til laget. Være ein miljøfaktor for å stogge fråflytting og i tillegg være ein positiv medhjelpar til auka tilflytting og utvikling av turisme i fiskeri- og turistbygda Kalvåg.","Drive småbåthavn i Buvika i Kalvåg til medlemmene sitt beste."
"924738189","FORZA FUGLA AS","AS","Aksjeselskap","47.990","Detaljhandel utenom utsalgssted ellers","","","","","","","true","","","Postboks 215","LILLESTRØM","2001","LILLESTRØM","3205","Norge","NO","C. J. Hansens vei 3 B","KJELLER","2007","LILLESTRØM","3205","Norge","NO","2100","Private aksjeselskaper mv.","2022","2020-08-20","2020-08-10","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-08-10","Fremstilling/salg av supporter artikler ifm Lillestrøm Sportsklubb og Kanari-Fansen Lillestrøm og andre produkter som naturlig faller sammen med dette.","Salg av klær og andre supporter relaterte produkter ifm Lillestrøm Sportsklubb og Kanari-Fansen Lillestrøm."
"926436597","VIK - MULTISERVICE","ENK","Enkeltpersonforetak","96.090","Personlig tjenesteyting ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Votlavegen 226","HAUS","5286","OSTERØY","4630","Norge","NO","8200","Personlig næringsdrivende","","2021-01-21","","true","","false","false","false","false","","false","","false","","","","","","","Nynorsk","","","Leige arbeidskraften min ut til forskjellige bedrifter: matros på arbeidsbåter innen oppdrettsnæringa/dykkebransjen, skipper på arbeidsbåter innen oppdrettsnæringa/dykkebransjen, mekaniker på oppdrettsbåter, service og daglig vedlikehold, mekaniker for firma som driver med reparasjon på kraner og vinsjer. Leie meg ut til bedrifter som har behov for hjelp innen service/feilsøking på hydrauliske anlegg. Sjåfør på stor truck på godsterminaler. Hjelpearbeider for rørleggerfirma."
"919266953","KOLDAL DRIFT","ENK","Enkeltpersonforetak","01.451","Sauehold","","","","","","","false","","","c/o Rolf Henning Koldal/nLekvenvegen 42","OS","5209","BJØRNAFJORDEN","4624","Norge","NO","Lekvenvegen 42","OS","5209","BJØRNAFJORDEN","4624","Norge","NO","8200","Personlig næringsdrivende","","2017-07-10","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Jordbruksvirksomhet med kjøtt og avl, sauehold av typen gammalnorsk spelsau. Det vert også dyrehold av gris og høns i småskala. Det vert også produksjon av gras, poteter og grønsaker. Som tilleggsnæring ønsker ein muligheten til å leie seg ut eller påta seg mindre oppdrag innenfor bygg- og anleggsbransjen."
"825669302","SCHØNINGSGATE 7 AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","c/o Frognerbygg AS/nDrammensveien 127","OSLO","0277","OSLO","0301","Norge","NO","Drammensveien 127","OSLO","0277","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2020-09-21","2020-09-01","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-10-12","Kjøp, salg og eie eiendom, samt å delta i selskaper med lignende formål. Selskapets formål er også å foreta investeringer i selskaper med annen forretningsdrift som formål, samt å eie aksjer i slike selskaper.","Kjøp, salg og eie eiendom, samt å delta i selskaper med lignende formål. Selskapets formål er også å foreta investeringer i selskaper med annen forretningsdrift som formål, samt å eie aksjer i slike selskaper."
"996835243","VATNE & BJERKVIK AS","AS","Aksjeselskap","41.109","Utvikling og salg av egen fast eiendom ellers","","","","","","","false","","","","","","","","","","Indrehovdevegen 54","HOVDEBYGDA","6160","ØRSTA","1520","Norge","NO","2100","Private aksjeselskaper mv.","","2023-10-06","2023-09-07","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-09-07","Selge varer og tjenester innen byggeprosjekter - og annet som naturlig sammenfaller med dette - samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.","Utvikling av byggeprosjekter for salg eller utleie, totalentreprenør."
"923324615","SPINNERIVEIEN 9 AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","Nordlysvegen 21","OTTESTAD","2312","STANGE","3413","Norge","NO","Spinneriveien 9","GAMLE FREDRIKSTAD","1632","FREDRIKSTAD","3107","Norge","NO","2100","Private aksjeselskaper mv.","2021","2019-09-03","2019-08-21","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2019-08-21","Forvaltning av fast eiendom og alt som står i naturlig forbindelse med dette, herunder direkte og indirekte investeringer i foretak som driver slik virksomhet.","Forvaltning av fast eiendom og alt som står i naturlig forbindelse med dette, herunder direkte og indirekte investeringer i foretak som driver slik virksomhet."
"929133331","ROMERIKSKLINIKKEN AS","AS","Aksjeselskap","86.905","Klinisk psykologtjeneste","","","","","","","false","","","","","","","","","","Fjellhamarveien 46","FJELLHAMAR","1472","LØRENSKOG","3222","Norge","NO","2100","Private aksjeselskaper mv.","2022","2018-07-17","2018-06-26","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2018-06-26","Psykologtjenester, legevirksomhet, utredninger av psykiske lidelser inkludert ADHD utredninger. Gruppeterapi, kurs rettet mot depresjonsmestring, angstmestring og livsmestringskurs. Det vil være medikamentelle vurderinger, spesialist-uttalelser, spesialistvurderinger, NAV-erklæringer, funksjonsvurderinger, spiseforstyrrelser og overvektsproblematikk, traumebehandling og sosionom-tjenester.","Psykologtjenester, legevirksomhet, utredninger av psykiske lidelser inkludert ADHD utredninger. Gruppeterapi, kurs rettet mot depresjonsmestring, angstmestring og livsmestringskurs. Det vil være medikamentelle vurderinger, spesialist-uttalelser, spesialistvurderinger, NAV-erklæringer, funksjonsvurderinger, spiseforstyrrelser og overvektsproblematikk, traumebehandling og sosionom-tjenester."
