organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,beliggenhetsadresse.adresse,beliggenhetsadresse.poststed,beliggenhetsadresse.postnummer,beliggenhetsadresse.kommune,beliggenhetsadresse.kommunenummer,beliggenhetsadresse.land,beliggenhetsadresse.landkode,registreringsdatoIEnhetsregisteret,frivilligMvaRegistrertBeskrivelser,registrertIMvaregisteret,oppstartsdato,datoEierskifte,overordnetEnhet,nedleggelsesdato
"825589422","ETHAN GUARTE DANS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.012","Utøvende kunstnere og underholdningsvirksomhet innen scenekunst","","","","","","","false","","","","","","","","","","Odvar Solbergs vei 38","OSLO","0970","OSLO","0301","Norge","NO","2022-06-04","","false","2021-09-01","","924738189",""
"919371102","KOLDAL DRIFT","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.451","Sauehold","","","","","","","false","","","c/o Rolf Henning Koldal/nLekvenvegen 42","OS","5209","BJØRNAFJORDEN","4624","Norge","NO","Lekvenvegen 42","OS","5209","BJØRNAFJORDEN","4624","Norge","NO","2017-08-03","","false","2017-09-01","","919266953",""
"927395916","MT MYRVANGS TJENESTER","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","81.101","Vaktmestertjenester","","","","","","","false","","","","","","","","","","Joneløkkveien 4","ØRJE","1870","MARKER","3122","Norge","NO","2023-03-09","","false","2023-01-02","","927212560",""
"929231643","BÅRDSEN S.C.S","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","52.229","Tjenester tilknyttet sjøtransport ellers","","","","","","","false","","","Postboks 4042 Storasund","HAUGESUND","5506","HAUGESUND","1106","Norge","NO","Karmsundgata 8B","HAUGESUND","5529","HAUGESUND","1106","Norge","NO","2022-05-19","","false","2022-04-11","","929148207",""
"932782243","LEKS HOLDING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","c/o Erlend Lønnum/nMonrad Johansens vei 12","KOLBOTN","1410","NORDRE FOLLO","3207","Norge","NO","2024-01-08","","false","2023-12-12","","932459124",""
"978371906","INGER LENE BRYNEMO","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.410","Melkeproduksjon på storfe","","","","","","","false","","","Vestølveien 248","GJERSTAD","4980","GJERSTAD","4211","Norge","NO","","GJERSTAD","4980","GJERSTAD","4211","Norge","NO","1997-07-02","","false","1990-03-23","2000-02-01","982251958",""
"932012901","PÆTCH AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","14.190","Produksjon av klær og tilbehør ellers","","","","","","","false","","paetch.no","c/o Kathrine Bye-Johnsen/nStrandveien 57","HUSØYSUND","3132","TØNSBERG","3905","Norge","NO","c/o Bye-Johnsen og Bjerkerud/nStrandveien 57","HUSØYSUND","3132","TØNSBERG","3905","Norge","NO","2023-09-04","","false","2020-01-01","","931951297",""
"820095022","TUNHOVDFJORDEN VEST SA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.320","Eiendomsforvaltning","","","","","","","false","","","V/ Ole Jørn Solberg/nNedre skogen 19","RØDBERG","3630","NORE OG UVDAL","3338","Norge","NO","Nedre skogen 19","RØDBERG","3630","NORE OG UVDAL","3338","Norge","NO","2017-12-15","","false","2016-01-01","","984020279",""
"924560894","6060 OU","AAFY","Underenhet til ikke-næringsdrivende","41.200","Oppføring av bygninger","","","","","","","false","","","","","","","","","","Kivi 2,/nEesti Vabariik","EE-76905 MURASTE HARJUMAA","","","","Estland","EE","2020-02-06","","false","2020-02-06","","924557273",""
"972637289","INTERMIX IMPORT","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","46.900","Uspesifisert engroshandel","","","","","","","false","","","","","","","","","","Ortuflaten 54","FYLLINGSDALEN","5143","BERGEN","4601","Norge","NO","1995-02-23","","false","1986-06-09","","924557273",""
