organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"922080755","ANDRE GERMAN TONI POZDERC","ENK","Enkeltpersonforetak","63.110","Databehandling, datalagring og tilknyttede tjenester","","","","","","","false","","","","","","","","","","Lahaugmoveien 31","SKJETTEN","2013","LILLESTRØM","3205","Norge","NO","8200","Personlig næringsdrivende","","2021-11-04","","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Representant/operatør på evne av kunder - tjenester inkluderer bla annet datainnsamling, bistand med feltarbeider og oppfølging av fremdrift. Tjenesten leveres til kunden som jobber med prosjekter innenfor bygg og anlegg, industri, rådgiver og informasjonsteknologi."
"925353566","YOUTH ACTIVITY ORGANIZATION WORLDWIDE","FLI","Forening/lag/innretning","94.910","Religiøse organisasjoner","","","","","","","false","","","Vålerveien 159","MOSS","1599","MOSS","3103","Norge","NO","Oslofjordveien 9","MELSOMVIK","3159","SANDEFJORD","3907","Norge","NO","7000","Ideelle organisasjoner","","2020-07-16","2020-05-14","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Foreningen har som formål å arbeide for å utbre den kristne tro og lære blant ungdom nasjonalt og internasjonalt, slik den er uttrykt i Bibelen. Foreningen har også som formål å gi barn og ungdom et spennende og interessant fritidstilbud for å verne mot nedbrytende og belastede miljøer i samfunnet. For å nå formålet vil vi tilby opplæring innen den kristne tro og lære."
"922716919","BOOKFELLOWS AS","AS","Aksjeselskap","90.034","Selvstendig kunstnerisk virksomhet innen litteratur","","","","","","","false","","","","","","","","","","C/o Petter Færevaag/nGamle Ringeriksvei 47B","BEKKESTUA","1357","BÆRUM","3201","Norge","NO","2100","Private aksjeselskaper mv.","2022","2019-05-08","2019-04-02","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2019-04-02","Forlagstjenester til selvpubliseringsmarkedet.","Redaksjonell bistand. Tekstfaglig assistanse. Utforming. Teknisk produksjon. Lager og distribusjon. De beste rådene."
"929890841","BUTIKKDRIFT MOHAMED AHMAD ALMAJZOUB","ENK","Enkeltpersonforetak","47.112","Kioskhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","","","","","","","true","5","www.narvesen.no","c/o Mohamed Ahmad Almajzoub/nMidtunheia 8","NESTTUN","5224","BERGEN","4601","Norge","NO","Sartorvegen 12","STRAUME","5353","ØYGARDEN","4626","Norge","NO","8200","Personlig næringsdrivende","","2022-09-21","","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Butikkdrift med spill i kioskhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler."
"930923877","STUDIO ULTRA SUN ANS","ANS","Ansvarlig selskap med solidarisk ansvar","96.040","Virksomhet knyttet til kroppspleie og fysisk velvære","","","","","","","false","","","Postboks 5438 Lade","TRONDHEIM","7442","TRONDHEIM","5001","Norge","NO","Østmarkveien 5","TRONDHEIM","7040","TRONDHEIM","5001","Norge","NO","2300","Personlige foretak","","2003-05-08","2003-05-01","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2003-05-06","Drift av solstudio. Kjøp og salg av utstyr for solstudioer, samt deltakelse i annen økonomisk virksomhet.","Drift av solstudio. Kjøp og salg av utstyr for solstudioer, samt deltakelse i annen økonomisk virksomhet."
"918539581","DESIGNPARTNER AS","AS","Aksjeselskap","74.102","Grafisk og visuell kommunikasjonsdesign","","","","","","","true","","www.designpartner.no","Postboks 37","STRUSSHAMN","5318","ASKØY","4627","Norge","NO","Strusshamnvegen 32","STRUSSHAMN","5302","ASKØY","4627","Norge","NO","2100","Private aksjeselskaper mv.","2022","2017-08-18","2017-08-02","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-09-01","Yte tjenester og rådgivning innen design, markedsføring, foto, video, drone, samt drive web-, app- og produktutvikling. Selskapet kan eie aksjer og medvirke i andre virksomheter.","Yte tjenester og rådgivning innen design, markedsføring, foto, video, drone, samt drive web-, app- og produktutvikling. Selskapet kan eie aksjer og medvirke i andre virksomheter."
"911929090","PILARCZYK MALESERVICE","ENK","Enkeltpersonforetak","43.341","Malerarbeid","","","","","","","true","","","Postboks 15","TRYSIL","2421","TRYSIL","3421","Norge","NO","co Trysil Økonomisenter AS/nSlettmovegen 30","TRYSIL","2420","TRYSIL","3421","Norge","NO","8200","Personlig næringsdrivende","","2013-05-11","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Maling og annen bygningsvedlikehold."
"819563292","SPORT OUTLET LILLEHAMMER 45 AS","AS","Aksjeselskap","47.641","Butikkhandel med sportsutstyr","","","","","","","true","8","","Ulvenvegen 344","HAGAVIK","5217","BJØRNAFJORDEN","4624","Norge","NO","Gudbrandsdalsvegen 188","LILLEHAMMER","2619","LILLEHAMMER","3405","Norge","NO","2100","Private aksjeselskaper mv.","2022","2017-09-14","2017-08-10","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2017-12-21","Engroshandel og detaljhandel av sportsutstyr og andre produkter, herunder å delta i andre selskap med lignende virksomhet.","Engroshandel og detaljhandel med sportsutstyr."
"918199608","NORHUNT AS","AS","Aksjeselskap","33.110","Reparasjon av bearbeidede metallprodukter","","","","","","","false","","","","","","","","","","Rambygutua 25","KLØFTA","2040","ULLENSAKER","3209","Norge","NO","2100","Private aksjeselskaper mv.","2022","2016-12-16","2016-10-25","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2016-10-25","Våpensmed. Import, eksport, bearbeiding, kjøp og salg av våpen, ammunisjon, sports og fritidsutstyr, og alt som står i denne forbindelse, via utsalgssted og internett. Kjøp og salg av eiendom, verdipapirer og aksjer, eller på annen måte gjøre seg interessert i andre foretak.","Våpensmed, sport jakt, fiske og friluft."
"986224068","LESS AS","AS","Aksjeselskap","32.500","Produksjon av medisinske og tanntekniske instrumenter og utstyr","","","","","","","true","8","www.less.no","Postboks 113","KAPP","2858","ØSTRE TOTEN","3442","Norge","NO","Kapp Næringshage","KAPP","2849","ØSTRE TOTEN","3442","Norge","NO","2100","Private aksjeselskaper mv.","2022","2003-11-19","2003-09-18","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-02-11","Selskapets formål er utvikling, produksjon og markedsføring av produkter og tjenenster rettet mot det helsemarkedet og andre relevante markeder. Selskapet kan ved aksjeinnskudd eller på annen måte engasjere seg i virksomheter i tilknytning til hovedvirksomheten.","Utvikling, produksjon og salg av produkter og tjenester rettet mot helsemarkedet."
