organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,beliggenhetsadresse.adresse,beliggenhetsadresse.poststed,beliggenhetsadresse.postnummer,beliggenhetsadresse.kommune,beliggenhetsadresse.kommunenummer,beliggenhetsadresse.land,beliggenhetsadresse.landkode,registreringsdatoIEnhetsregisteret,frivilligMvaRegistrertBeskrivelser,registrertIMvaregisteret,oppstartsdato,datoEierskifte,overordnetEnhet,nedleggelsesdato
"917022747","NAPER KRAGERØ AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","","","","","","","","Edvard Munchs vei 16","KRAGERØ","3770","KRAGERØ","4014","Norge","NO","2016-04-19","","false","2015-11-01","","882703762",""
"825589422","FORZA FUGLA -KLEDD FOR KAMP","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","47.990","Detaljhandel utenom utsalgssted ellers","","","","","","","true","","","Postboks 215","LILLESTRØM","2001","LILLESTRØM","3205","Norge","NO","C. J. Hansens vei 3 B","KJELLER","2007","LILLESTRØM","3205","Norge","NO","2020-09-05","","false","2020-08-10","","924738189",""
"925049638","AUTOTRANSPORT","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","53.200","Andre post- og budtjenester","","","","","","","false","","","","","","","","","","c/o Ilyas Ibrahim/nFantoftvegen 14K","BERGEN","5075","BERGEN","4601","Norge","NO","2020-05-09","","false","2020-05-11","","924372834",""
"919511311","PODER AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","46.341","Engroshandel med vin og brennevin","","","","","","","false","","www.poder.no","Postboks 42 Røa","OSLO","0701","OSLO","0301","Norge","NO","Fådveien 9","OSLO","0751","OSLO","0301","Norge","NO","2017-09-04","","false","2017-08-01","","924372834",""
"999089747","HAIK","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","74.101","Industridesign, produktdesign og annen teknisk designvirksomhet","","","","","","","false","","www.haikwithus.com","Bjerkealléen 27A","OSLO","0487","OSLO","0301","Norge","NO","Tyssøy","BJØRØYHAMN","5177","ØYGARDEN","4626","Norge","NO","2012-11-03","","false","2012-09-24","","998918782",""
"991321578","IKM SUBSEA AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","09.109","Andre tjenester tilknyttet utvinning av råolje og naturgass","","","","","","","true","146","www.IKM.no","","","","","","","","Nordlysvegen 7","BRYNE","4340","TIME","1121","Norge","NO","2007-06-02","","false","2007-05-31","","891266022",""
"926101870","SOGNDAL EIEMDOMSMEGLING AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","68.310","Eiendomsmegling","","","","","","","true","6","","postboks 171","SOGNDAL","6856","SOGNDAL","4640","Norge","NO","Fjørevegen 10","SOGNDAL","6856","SOGNDAL","4640","Norge","NO","2020-12-05","","false","2021-01-01","","926060740",""
"932108585","NÅSVASSDRAGET FORVALTNINGSLAG SA","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","01.700","Jakt, viltstell og tjenester tilknyttet jakt og viltstell","","","","","","","false","","","","","","","","","","c/o Audun Dyrhaug/nDyrhaugvegen 241","EIDE","6490","HUSTADVIKA","1579","Norge","NO","2023-09-21","","false","2023-08-15","","926060740",""
"926796240","BK SERVICETJENESTER AS","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","62.020","Konsulentvirksomhet tilknyttet informasjonsteknologi","","","","","","","false","","","Rubina Ranas gate 1","OSLO","0190","OSLO","0301","Norge","NO","Ødegårds vei 13","LØRENSKOG","1470","LØRENSKOG","3222","Norge","NO","2021-03-16","","false","2021-03-03","","926782568",""
"931281151","BRAGE PELLE STIG BRAGE-ANDERSEN","BEDR","Underenhet til næringsdrivende og offentlig forvaltning","90.031","Selvstendig kunstnerisk virksomhet innen visuell kunst","","","","","","","false","","","Humlejordet 67","HØVÅG","4770","LILLESAND","4215","Norge","NO","Odderøyveien 32","KRISTIANSAND S","4610","KRISTIANSAND","4204","Norge","NO","2023-04-27","","false","2022-11-01","","815342712",""
