organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"932083868","NANSETKRYSSET AS","AS","Aksjeselskap","68.209","Utleie av egen eller leid fast eiendom ellers","","","","","","","false","","","Postboks 9740 Torget Vest","DRAMMEN","3010","DRAMMEN","3301","Norge","NO","Edvard Stangs gate 33","DRAMMEN","3014","DRAMMEN","3301","Norge","NO","2100","Private aksjeselskaper mv.","","2023-09-19","2023-06-19","true","Utleier av bygg eller anlegg","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-06-19","Utvikling og utleie av fast eiendom.","Utleie av fast eiendom."
"929006232","TØHF HOLDING AS","AS","Aksjeselskap","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","Ingrids vei 29","TØNSBERG","3114","TØNSBERG","3905","Norge","NO","2100","Private aksjeselskaper mv.","2022","2022-03-30","2022-03-14","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2022-11-30","Direkte og/eller indirekte - å kjøpe, eie og selge aksjer, obligasjoner og andre finansielle instrumenter og alt som er beslektet eller står i forbindelse med dette. Videre skal selskapets virksomhet kunne være - direkte og/eller indirekte - å anskaffe, prosjektere, utbygge, eie, drive, leie ut og selge fast eiendom og alt som er beslektet eller står i forbindelse med slik virksomhet. Selskapet skal også kunne eie - helt eller delvis - eller delta i selskaper eller næringsforetak som driver annen virksomhet.","Kjøp og salg av aksjer, virksomheter og eiendomsutvikling."
"929404912","SOLEM BUSINESS","ENK","Enkeltpersonforetak","47.911","Postordre-/Internetthandel med bredt vareutvalg","","","","","","","false","","","","","","","","","","Trollvikveien 340","FINNSNES","9307","SENJA","5530","Norge","NO","8200","Personlig næringsdrivende","","2022-06-23","","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Netthandel internasjonalt med bredt vareutvalg."
"982358914","GALLERI LIVETS KRYDDA DA","DA","Ansvarlig selskap med delt ansvar","47.789","Butikkhandel ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Krepseveien 3","TOLVSRØD","3154","TØNSBERG","3905","Norge","NO","2300","Personlige foretak","","2000-10-11","2000-10-01","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2000-10-01","Butikkhandel med: salg/import av kunst, håntverk og interiør.","Butikkhandel med: salg/import av kunst, håntverk og interiør."
"999614914","AUSVIGHEIA VEL","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","c/o Dan Christian Bay-Johansen/nAusvigheia 117","SØGNE","4641","KRISTIANSAND","4204","Norge","NO","","","","","","","","7000","Ideelle organisasjoner","","2013-01-30","1996-02-28","false","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Ivareta beboernes interesser, drift og vedlikehold av fellesanlegg og arbeid med tiltak som kan sikre et godt bomiljø."
"820464672","PRIMA FERDIG HEKK","NUF","Norskregistrert utenlandsk foretak","47.919","Postordre-/Internetthandel med annet spesialisert vareutvalg","","","","","","","false","","","c/o Scanvisio AS/nAndersrudveien 1","YTRE ENEBAKK","1914","ENEBAKK","3220","Norge","NO","Ravnshøjgyden 6/nSdr Højrup","DK-5750 RINGE","","","","Danmark","DK","","","","2018-03-12","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Salg av planter på nett."
"928554198","ENGEN DETALJHANDEL","ENK","Enkeltpersonforetak","47.912","Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer","","","","","","","false","","","","","","","","","","Lyngdalsveien 810","FARSUND","4550","FARSUND","4206","Norge","NO","8200","Personlig næringsdrivende","","2022-01-17","","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","","","Netthandel med diverse varer som klær og motetilbehør, slipsnåler, mansjettknapper og lignende. Generelle tjenester som for eksempel malerarbeid, hagearbeid og lignende."
"976126637","DONNA CLASSICA AS","AS","Aksjeselskap","47.750","Butikkhandel med kosmetikk og toalettartikler","","","","","","","true","6","","","","","","","","","Jupitervegen 2/nM44- Nedremarka","BRYNE","4340","TIME","1121","Norge","NO","2100","Private aksjeselskaper mv.","2022","1996-02-27","1996-02-15","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2000-08-10","Handel med kosmetikk og annen handel, salg og kjøp av eiendom, tjennesteyting, utleie av enhver art, kjøp og salg av aksjer, og hva dermed står i forbindelse, herunder deltakelse i beslektet eller annen virksomhet.","Butikkhandel med kosmetikk."
"827291072","DATA CENTER INSTALLATIONS AS","AS","Aksjeselskap","71.129","Annen teknisk konsulentvirksomhet","","","","","","","true","","","","","","","","","","Hovelsrudveien 49","LØRENSKOG","1474","LØRENSKOG","3222","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-06-21","2021-04-07","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-12-22","Prosjektere, planlegge, lede, installere, teste, idriftsette og vedlikehold tekniske installasjoner i avanserte tekniske bygg. Handel, salg av konsulenttjenester, utvikling av systemer og produkter, investering i aksjer og eiendom samt deltakelse i andre selskaper.","Prosjektere, planlegge, lede, installere, teste, idriftsette og vedlikehold tekniske installasjoner i avanserte tekniske bygg. Handel, salg av konsulenttjenester, utvikling av systemer og produkter, investering i aksjer og eiendom samt deltakelse i andre selskaper."
"927682915","TKAY AS","AS","Aksjeselskap","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","H0201/nØsterdalsgata 6C","OSLO","0658","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-09-08","2021-08-23","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-08-23","Finansielle investeringer.","Investeringer i noterte og unoterte verdipapirer."
