organisasjonsnummer,navn,organisasjonsform.kode,organisasjonsform.beskrivelse,naeringskode1.kode,naeringskode1.beskrivelse,naeringskode2.kode,naeringskode2.beskrivelse,naeringskode3.kode,naeringskode3.beskrivelse,hjelpeenhetskode.kode,hjelpeenhetskode.beskrivelse,harRegistrertAntallAnsatte,antallAnsatte,hjemmeside,postadresse.adresse,postadresse.poststed,postadresse.postnummer,postadresse.kommune,postadresse.kommunenummer,postadresse.land,postadresse.landkode,forretningsadresse.adresse,forretningsadresse.poststed,forretningsadresse.postnummer,forretningsadresse.kommune,forretningsadresse.kommunenummer,forretningsadresse.land,forretningsadresse.landkode,institusjonellSektorkode.kode,institusjonellSektorkode.beskrivelse,sisteInnsendteAarsregnskap,registreringsdatoenhetsregisteret,stiftelsesdato,registrertIMvaRegisteret,frivilligMvaRegistrertBeskrivelser,registrertIFrivillighetsregisteret,registrertIForetaksregisteret,registrertIStiftelsesregisteret,konkurs,konkursdato,underAvvikling,underAvviklingDato,underTvangsavviklingEllerTvangsopplosning,tvangsopplostPgaManglendeDagligLederDato,tvangsopplostPgaManglendeRevisorDato,tvangsopplostPgaManglendeRegnskapDato,tvangsopplostPgaMangelfulltStyreDato,tvangsavvikletPgaManglendeSlettingDato,overordnetEnhet,maalform,vedtektsdato,vedtektsfestetFormaal,aktivitet
"924738189","FORZA FUGLA AS","AS","Aksjeselskap","47.990","Detaljhandel utenom utsalgssted ellers","","","","","","","true","","","Postboks 215","LILLESTRØM","2001","LILLESTRØM","3205","Norge","NO","C. J. Hansens vei 3 B","KJELLER","2007","LILLESTRØM","3205","Norge","NO","2100","Private aksjeselskaper mv.","2022","2020-08-20","2020-08-10","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2020-08-10","Fremstilling/salg av supporter artikler ifm Lillestrøm Sportsklubb og Kanari-Fansen Lillestrøm og andre produkter som naturlig faller sammen med dette.","Salg av klær og andre supporter relaterte produkter ifm Lillestrøm Sportsklubb og Kanari-Fansen Lillestrøm."
"919266953","KOLDAL DRIFT","ENK","Enkeltpersonforetak","01.451","Sauehold","","","","","","","false","","","c/o Rolf Henning Koldal/nLekvenvegen 42","OS","5209","BJØRNAFJORDEN","4624","Norge","NO","Lekvenvegen 42","OS","5209","BJØRNAFJORDEN","4624","Norge","NO","8200","Personlig næringsdrivende","","2017-07-10","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Jordbruksvirksomhet med kjøtt og avl, sauehold av typen gammalnorsk spelsau. Det vert også dyrehold av gris og høns i småskala. Det vert også produksjon av gras, poteter og grønsaker. Som tilleggsnæring ønsker ein muligheten til å leie seg ut eller påta seg mindre oppdrag innenfor bygg- og anleggsbransjen."
"927212560","WENGEBO AS","AS","Aksjeselskap","41.109","Utvikling og salg av egen fast eiendom ellers","","","","","","","false","","","","","","","","","","Porfyrsvingen 29","SANDE I VESTFOLD","3076","HOLMESTRAND","3903","Norge","NO","2100","Private aksjeselskaper mv.","2022","2021-06-07","2021-04-25","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2021-04-25","Håndverksvirksomhet, handel, prosjektering, maskinkjøring, eiendomsutvikling, vaktmestertjenester, rådgivning, kursvirksomhet og annen tjenesteyting til næringsliv og privatpersoner, samt deltagelse i andre selskaper eller virksomheter og annet som naturlig faller sammen med dette. Selskapet kan gi økonomisk støtte til frivillige og/eller ideelle organisasjoner.","Håndverksvirksomhet, handel, prosjektering, maskinkjøring, eiendomsutvikling, vaktmestertjenester, rådgivning, kursvirksomhet og annen tjenesteyting til næringsliv og privatpersoner, samt deltagelse i andre selskaper eller virksomheter og annet som naturlig faller sammen med dette. Selskapet kan gi økonomisk støtte til frivillige og/eller ideelle organisasjoner."
"929148207","BÅRDSEN S.C.S","ENK","Enkeltpersonforetak","52.229","Tjenester tilknyttet sjøtransport ellers","","","","","","","false","","","Postboks 4042 Storasund","HAUGESUND","5506","HAUGESUND","1106","Norge","NO","Karmsundgata 8B","HAUGESUND","5529","HAUGESUND","1106","Norge","NO","8200","Personlig næringsdrivende","","2022-05-05","","true","","false","false","false","false","","false","","false","","","","","","","Bokmål","","","Tjenester som skipsfører/kaptein til rederier som driver med transport av last og passasjertraffikk. Rådgivning innen navigering og håndtering av skip og båter, regelverk for skip og båter, samt vedlikehold til mindre rederier og privatpersoner."
"932459124","LEKS HOLDING AS","AS","Aksjeselskap","00.000","Uoppgitt","","","","","","","false","","","","","","","","","","c/o Erlend Lønnum/nMonrad Johansens vei 12","KOLBOTN","1410","NORDRE FOLLO","3207","Norge","NO","2100","Private aksjeselskaper mv.","","2023-11-15","2023-11-01","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-12-12","Selv, gjennom hel- eller deleide selskaper eller ved samarbeid med andre virksomheter å eie og forestå investeringer i aksjer og andre finansielle instrumenter, fast eiendom, kjøp og salg av fordringer og valuta og annen virksomhet beslektet med dette.","Holdingselskap."
"982251958","NORDCAD AS","AS","Aksjeselskap","95.110","Reparasjon av datamaskiner og tilleggsutstyr","","","","","","","false","","www.nordcad.no","Postboks 8600 Majorstuen","OSLO","0349","OSLO","0301","Norge","NO","Gaustadalléen 21","OSLO","0349","OSLO","0301","Norge","NO","2100","Private aksjeselskaper mv.","2023","2017-01-30","2017-01-01","true","","false","true","false","false","","false","","false","","","","","","","Bokmål","2017-01-01","Handel, service og kursvirksomhet innen EDB-bransjen, samt salg av andre produkter/tjenester som naturlig hører under dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak.","Handel, service og kursvirksomhet innen EDB-bransjen, samt salg av andre produkter/tjenester som naturlig hører under dette."
"931951297","PÆTCH AS","AS","Aksjeselskap","14.190","Produksjon av klær og tilbehør ellers","","","","","","","false","","paetch.no","c/o Kathrine Bye-Johnsen/nStrandveien 57","HUSØYSUND","3132","TØNSBERG","3905","Norge","NO","c/o Bye-Johnsen og Bjerkerud/nStrandveien 57","HUSØYSUND","3132","TØNSBERG","3905","Norge","NO","2100","Private aksjeselskaper mv.","","2023-08-24","2023-08-13","false","","false","true","false","false","","false","","false","","","","","","","Bokmål","2023-08-13","Produksjon og salg av klær og tilbehør. Salg av produkter og tjenester innen søm, lærarbeid og håndarbeid. Salg av syutstyr, digitale og fysiske produkter. Salg av egenproduserte produkter og sytilbehør. Tilpasning og reparasjon av klær, tilbehør, vesker og sko.","Salg av egenproduserte produkter og sytilbehør. Salg av produkter og tjenester innen søm, lærarbeid og håndarbeid. Tilpasning og reparasjon av klær, tilbehør, vesker og sko. Salg av syutstyr, digitale og fysiske produkter. Produksjon og salg av klær og tilbehør."
"984020279","TUNHOVDFJORDEN VEST SA","SA","Samvirkeforetak","68.320","Eiendomsforvaltning","","","","","","","false","","","V/ Ole Jørn Solberg/nNedre skogen 19","RØDBERG","3630","NORE OG UVDAL","3338","Norge","NO","Nedre skogen 19","RØDBERG","3630","NORE OG UVDAL","3338","Norge","NO","2100","Private aksjeselskaper mv.","","2002-02-05","2001-11-09","true","Skogsveiforening","false","true","false","false","","false","","false","","","","","","","Bokmål","2012-12-17","Sammenslutning av lokale grunneiere som har som formål å drifte og vedlikeholde veien på vestsiden av Tunhovdfjorden fra bomkassa ved Tunhovddammen til Nutevika ved snuplassen før Storneset. (12.6 kilometer). Med grunneiere menes eiere av skog, seter eller fjelleiendom.","Skogsveiforening. Dannet etter normalvedtekter for skogsveiforeninger utgitt av Norges Skogeierforbund 1994."
"924557273","KARTERUD GÅRD V/OLSEN","ENK","Enkeltpersonforetak","01.420","Oppdrett av annet storfe","10.710","Produksjon av brød og ferske konditorvarer","","","","","false","","","","","","","","","","Trettebergstugutua 80","LØTEN","2340","LØTEN","3412","Norge","NO","8200","Personlig næringsdrivende","","2004-11-16","","true","","false","false","false","false","","false","","false","","","","","","","Nynorsk","","","Produksjon av næringsmidler. Gårdsdrift med kjøtt og grasproduksjon."
"928224414","STØTTEFORENING FOR HALDEN HV","FLI","Forening/lag/innretning","94.991","Aktiviteter i andre interesseorganisasjoner ikke nevnt annet sted","","","","","","","false","","","","","","","","","","Høstbakken 11","TISTEDAL","1793","HALDEN","3101","Norge","NO","7000","Ideelle organisasjoner","","2021-11-26","2021-11-11","false","","true","false","false","false","","false","","false","","","","","","","Bokmål","","","Støtteforeningen skal bidra til å fremme forsvarstanken, styrkelse av solidaritet, sosialt samhold med god omgangstone mellom medlemmene som bærende elementer."
